chrom	operon_name	strand	GeneID	genes	sigma	nascent_wt	totat_wt	nascent_wt44	totat_wt44	operon_id	start	end	keep
NC_000913.3	dcyD-tcyLN	-	operon_tu675	dcyD;tcyL;tcyN	unknown	2	431	12	531	RDBECOLIOPC01513	1997062	1999480	True
NC_000913.3	fliAZY	-	operon_tu676	fliA;fliZ;tcyJ	sigma70	25	902	15	848	RDBECOLIOPC02656	1999585	2001789	True
NC_000913.3	fliCX	-	operon_tu677	fliC;fliX	sigma28	15	1855	13	2705	RDBECOLIOPC00852	2001912	2003606	True
NC_000913.3	fliDST	+	operon_tu678	fliD;fliS;fliT	sigma28	7	237	0	84	RDBECOLIOPC03424	2003872	2006078	True
NC_000913.3	amyA	+	operon_tu679	amyA	sigma70	3	143	12	549	RDBECOLIOPC01335	2006156	2007643	False
NC_000913.3	yedEF	+	operon_tu681	yedE;yedF	unknown	7	324	7	319	RDBECOLIOPC00595	2008277	2009712	False
NC_000913.3	yedK	+	operon_tu682	yedK	unknown	1	26	3	117	RDBECOLIOPC02189	2009821	2010489	False
NC_000913.3	yedN	-	operon_tu684	yedN	unknown	0	33	0	39	RDBECOLIOPC00324	2011223	2012351	False
NC_000913.3	fliFGHIJK	+	operon_tu687	fliF;fliG;fliH;fliI;fliJ;fliK	sigma28	16	809	4	486	RDBECOLIOPC02533	2013229	2019513	True
NC_000913.3	fliLMNOPQR	+	operon_tu688	fliL;fliM;fliN;fliO;fliP;fliQ;fliR	sigma28	14	604	1	177	RDBECOLIOPC01072	2019618	2023678	True
NC_000913.3	rcsA	+	operon_tu689	rcsA	sigma70	0	14	0	54	RDBECOLIOPC00061	2023968	2024591	False
NC_000913.3	yedP	+	operon_tu693	yedP	unknown	0	75	7	403	RDBECOLIOPC01023	2025511	2026326	False
NC_000913.3	dgcQ	-	operon_tu694	dgcQ	unknown	0	229	9	517	RDBECOLIOPC01808	2026323	2028017	True
NC_000913.3	yedI	-	operon_tu696	yedI	unknown	1	120	7	128	RDBECOLIOPC00056	2028449	2029366	False
NC_000913.3	yedA	+	operon_tu697	yedA	unknown	0	26	0	53	RDBECOLIOPC00501	2029539	2030459	False
NC_000913.3	dcm-vsr	-	operon_tu698	dcm;vsr	unknown	1	238	6	381	RDBECOLIOPC00167	2030448	2032317	True
NC_000913.3	yedRJ	-	operon_tu699	drpB;yedJ	unknown	0	63	2	151	RDBECOLIOPC01449	2032384	2033421	False
NC_000913.3	yedS	+	operon_tu701	yedS	unknown	0	86	2	289	RDBECOLIOPC00543	2034051	2035243	False
NC_000913.3	hchA	+	operon_tu702	hchA	sigma70	0	199	41	6266	RDBECOLIOPC02247	2035835	2036686	False
NC_000913.3	hprRS	-	operon_tu703	hprR;hprS	unknown	1	195	8	507	RDBECOLIOPC01131	2036794	2038823	True
NC_000913.3	hiuH-msrPQ	+	operon_tu704	hiuH;msrP;msrQ	sigma70	1	127	7	496	RDBECOLIOPC03045	2038956	2041118	True
NC_000913.3	zinT	+	operon_tu705	zinT	sigma70	0	30	2	39	RDBECOLIOPC01311	2041375	2042025	False
NC_000913.3	yodB	+	operon_tu706	yodB	unknown	0	8	2	33	RDBECOLIOPC00875	2042368	2042898	False
NC_000913.3	mtfA	+	operon_tu708	mtfA	unknown	28	1591	17	1268	RDBECOLIOPC00008	2043651	2044448	False
NC_000913.3	yeeJ	+	operon_tu710	yeeJ	unknown	2	208	31	1089	RDBECOLIOPC01495	2044938	2052014	True
NC_000913.3	yeeL	-	operon_tu711	yeeL	unknown	0	32	1	50	RDBECOLIOPC00582	2052276	2053328	False
NC_000913.3	shiA	+	operon_tu712	shiA	sigma70	4	285	6	319	RDBECOLIOPC00306	2053643	2054959	False
NC_000913.3	amn	+	operon_tu713	amn	unknown	7	607	9	755	RDBECOLIOPC00818	2055061	2056515	False
NC_000913.3	yeeN	+	operon_tu714	yeeN	unknown	0	167	5	239	RDBECOLIOPC02169	2056858	2057574	False
NC_000913.3	yeeO	-	operon_tu716	yeeO	unknown	3	352	3	612	RDBECOLIOPC01175	2058203	2059846	True
NC_000913.3	cbl	-	operon_tu718	cbl	sigma70	0	78	5	162	RDBECOLIOPC01542	2059964	2060914	False
NC_000913.3	nac	-	operon_tu719	nac	sigma54	2	37	5	136	RDBECOLIOPC00220	2061016	2061933	False
NC_000913.3	ldtA	-	operon_tu721	ldtA	unknown	4	286	16	962	RDBECOLIOPC00313	2062391	2063323	False
NC_000913.3	cobUST	-	operon_tu722	cobU;cobS;cobT	sigma70	8	441	30	1002	RDBECOLIOPC02516	2063388	2065764	True
NC_000913.3	insH6	-	operon_tu723	insH6	unknown	0	10	1	37	RDBECOLIOPC01793	2066305	2067285	False
NC_000913.3	yoeA	+	operon_tu724	yoeA	unknown	0	18	1	71	RDBECOLIOPC01653	2068635	2070474	True
NC_000913.3	insC3D3CD3	-	operon_tu725	insCD3;insC3;insD3	unknown	0	2	0	9	RDBECOLIOPC00819	2068952	2070180	False
NC_000913.3	isrC-flu	+	operon_tu727	isrC;flu	sigma70	39	18195	86	28557	RDBECOLIOPC03006	2071317	2074658	True
NC_000913.3	yeeRST-cbeA-cbtA-yeeW	+	operon_tu728	yeeR;yeeS;yeeT;cbeA;cbtA;yeeW	unknown	6	1262	9	1203	RDBECOLIOPC01436	2074779	2078134	True
NC_000913.3	yeeA	-	operon_tu731	yeeA	unknown	3	180	3	233	RDBECOLIOPC01115	2079533	2080591	False
NC_000913.3	dacD	-	operon_tu733	dacD	unknown	2	102	7	204	RDBECOLIOPC01837	2081381	2082547	False
NC_000913.3	sbcB	+	operon_tu735	sbcB	unknown	3	315	6	255	RDBECOLIOPC02568	2082756	2084183	False
NC_000913.3	yeeED	-	operon_tu736	tsuA;tsuB	unknown	1	66	3	197	RDBECOLIOPC00860	2084226	2085525	False
NC_000913.3	plaP	-	operon_tu737	plaP	unknown	3	216	5	173	RDBECOLIOPC02590	2085704	2087062	False
NC_000913.3	accA	+	operon_tu738	accA	sigma70	8	464	21	950	RDBECOLIOPC02974	208621	209580	False
NC_000913.3	yeeY	-	operon_tu739	yeeY	unknown	1	244	4	402	RDBECOLIOPC01480	2087329	2088258	False
NC_000913.3	yeeZ	-	operon_tu740	yeeZ	unknown	7	434	25	865	RDBECOLIOPC00570	2088304	2089128	False
NC_000913.3	yefM-yoeB	-	operon_tu741	yefM;yoeB	sigma70	4	308	15	686	RDBECOLIOPC02153	2089211	2089713	False
NC_000913.3	hisLGDCBHAFI	+	operon_tu742	hisL;hisG;hisD;hisC;hisB;hisH;hisA;hisF;hisI	sigma70	15	2025	38	2056	RDBECOLIOPC02882	2089996	2097225	True
NC_000913.3	ldcC	+	operon_tu743	ldcC	sigma38	1	218	6	983	RDBECOLIOPC00245	209679	211820	True
NC_000913.3	wzzB	-	operon_tu744	wzzB	unknown	8	343	25	625	RDBECOLIOPC01159	2097321	2098301	False
NC_000913.3	ugd	-	operon_tu745	ugd	unknown	1	158	1	173	RDBECOLIOPC00301	2098447	2099613	False
NC_000913.3	gnd	-	operon_tu746	gnd	sigma70	18	3106	30	6234	RDBECOLIOPC01851	2099862	2101268	False
NC_000913.3	insH-7	-	operon_tu747	insH7	unknown	0	0	0	2	RDBECOLIOPC00783	2101895	2102875	False
NC_000913.3	wbbIJK	-	operon_tu748	wbbI;wbbJ;wbbK	unknown	35	1767	28	1360	RDBECOLIOPC01166	2103391	2106057	True
NC_000913.3	glf-rfc	-	operon_tu749	glf;wbbH	unknown	20	1121	22	1088	RDBECOLIOPC00575	2106060	2108329	True
NC_000913.3	rfbBDACX	-	operon_tu750	rfbB;rfbD;rfbA;rfbC;rfbX	unknown	12	1192	38	2050	RDBECOLIOPC01954	2108337	2113061	True
NC_000913.3	galF	-	operon_tu751	galF	unknown	5	472	22	1242	RDBECOLIOPC02198	2113434	2114327	False
NC_000913.3	wcaKLM	-	operon_tu752	wcaK;wcaL;wcaM	unknown	1	73	0	156	RDBECOLIOPC01777	2114502	2118404	True
NC_000913.3	wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC	-	operon_tu753	wcaC;wcaD;wcaE;wcaF;gmd;fcl;gmm;wcaI;cpsB;cpsG;wcaJ;wzxC	unknown	1	223	4	425	RDBECOLIOPC00805	2118680	2132070	True
NC_000913.3	tilS	+	operon_tu755	tilS	unknown	0	109	3	217	RDBECOLIOPC01998	212331	213629	False
NC_000913.3	wza-wzb-wzc-wcaAB	-	operon_tu756	wza;wzb;wzc;wcaA;wcaB	sigma24	0	56	0	136	RDBECOLIOPC00798	2132067	2137243	True
NC_000913.3	yegH	+	operon_tu758	yegH	unknown	1	136	9	329	RDBECOLIOPC00728	2137902	2139485	True
NC_000913.3	asmA	-	operon_tu759	asmA	unknown	11	918	33	920	RDBECOLIOPC00040	2139759	2141612	True
NC_000913.3	ribF-ileS-lspA-fkpB-ispH	+	operon_tu760	ribF;ileS;lspA;fkpB;ispH	sigma70	38	2772	277	10220	RDBECOLIOPC02515	21407	27227	True
NC_000913.3	udk-dcd	-	operon_tu761	udk;dcd	unknown	6	496	25	781	RDBECOLIOPC02080	2141634	2142948	False
NC_000913.3	yaeQ-arfB-nlpE	+	operon_tu762	yaeQ;arfB;nlpE	unknown	4	450	27	875	RDBECOLIOPC00194	214291	215979	True
NC_000913.3	yegE	+	operon_tu763	dgcE	unknown	1	259	5	318	RDBECOLIOPC01681	2143266	2146583	True
NC_000913.3	alkA	-	operon_tu764	alkA	sigma38	2	95	0	131	RDBECOLIOPC01272	2146692	2147540	False
NC_000913.3	yegD	+	operon_tu765	yegD	unknown	0	30	0	49	RDBECOLIOPC00226	2147674	2149026	False
NC_000913.3	yegI	-	operon_tu766	yegI	unknown	1	52	4	166	RDBECOLIOPC02530	2149039	2150985	True
NC_000913.3	yegL-pphC	-	operon_tu768	yegL;pphC	unknown	0	36	0	78	RDBECOLIOPC01424	2151711	2153128	False
NC_000913.3	mdtABCD-baeSR	+	operon_tu771	mdtA;mdtB;mdtC;mdtD;baeS;baeR	sigma38	2	348	9	773	RDBECOLIOPC02454	2154016	2164998	True
NC_000913.3	yaeF	-	operon_tu772	yaeF	unknown	0	25	0	61	RDBECOLIOPC01638	216179	217003	False
NC_000913.3	trhP	+	operon_tu774	trhP	unknown	1	71	14	249	RDBECOLIOPC00253	2165668	2167029	False
NC_000913.3	yegRZ	-	operon_tu777	yegR;yegZ	sigma70	0	13	4	75	RDBECOLIOPC01322	2167602	2168306	False
NC_000913.3	yegS	+	operon_tu778	yegS	unknown	4	67	4	277	RDBECOLIOPC02355	2168712	2169611	False
NC_000913.3	gatR_2	-	operon_tu779	gatR	unknown	1	64	6	206	RDBECOLIOPC02406	2169693	2171727	True
NC_000913.3	insE5EF5F5	+	operon_tu780	insE5;insEF5;insF5	unknown	0	2	0	5	RDBECOLIOPC00848	2170236	2171398	False
NC_000913.3	proS	-	operon_tu781	proS	sigma70	4	813	10	1159	RDBECOLIOPC02188	217057	218775	True
NC_000913.3	gatYZABCD	-	operon_tu782	gatY;gatZ;gatA;gatB;gatC;gatD	sigma70	1203	46027	2204	42645	RDBECOLIOPC01400	2171833	2177204	True
NC_000913.3	fbaB	-	operon_tu783	fbaB	sigma38	5	326	19	1256	RDBECOLIOPC00356	2177512	2178564	False
NC_000913.3	yegTUV	+	operon_tu784	yegT;yegU;yegV	unknown	2	111	5	319	RDBECOLIOPC02570	2178821	2182061	True
NC_000913.3	yegW	-	operon_tu785	yegW	unknown	3	80	4	187	RDBECOLIOPC01465	2182035	2182781	False
NC_000913.3	yegX	-	operon_tu786	yegX	unknown	0	62	1	83	RDBECOLIOPC00557	2182833	2183651	False
NC_000913.3	thiMD	-	operon_tu787	thiM;thiD	unknown	0	57	4	199	RDBECOLIOPC02137	2183716	2185301	True
NC_000913.3	rcnAB	+	operon_tu789	rcnA;rcnB	sigma70	0	124	2	312	RDBECOLIOPC01763	2185917	2187298	False
NC_000913.3	yehDCBA	-	operon_tu790	yehD;yehC;yehB;yehA	unknown	0	134	3	286	RDBECOLIOPC00791	2187380	2192222	True
NC_000913.3	rcsF-trmO	-	operon_tu791	rcsF;trmO	unknown	10	596	44	2361	RDBECOLIOPC00692	218887	219995	False
NC_000913.3	mrp	-	operon_tu793	mrp	sigma70	5	737	5	736	RDBECOLIOPC01410	2193059	2194168	False
NC_000913.3	metG	+	operon_tu794	metG	sigma70	4	339	18	1388	RDBECOLIOPC00510	2194300	2196333	True
NC_000913.3	yehF	+	operon_tu795	yehF	sigma70	0	17	1	54	RDBECOLIOPC00636	2196474	2197298	False
NC_000913.3	yehHI	+	operon_tu796	yehH;yehI	unknown	0	121	2	284	RDBECOLIOPC02190	2197410	2203911	True
NC_000913.3	metNIQ	-	operon_tu797	metN;metI;metQ	sigma70	3	667	14	1230	RDBECOLIOPC02164	220113	222645	True
NC_000913.3	yehLMPQ	+	operon_tu799	yehL;yehM;yehP;yehQ	unknown	0	100	3	220	RDBECOLIOPC00236	2204596	2210944	True
NC_000913.3	btsSR	-	operon_tu802	btsS;btsR	unknown	15	789	15	860	RDBECOLIOPC02549	2212243	2214644	True
NC_000913.3	mlrA	+	operon_tu803	mlrA	sigma70	5	171	12	859	RDBECOLIOPC02804	2214866	2215597	False
NC_000913.3	osmF-yehYXW	-	operon_tu805	osmF;yehY;yehX;yehW	sigma32	1	189	6	356	RDBECOLIOPC01212	2215745	2219481	True
NC_000913.3	bglX	-	operon_tu806	bglX	sigma70	6	327	9	522	RDBECOLIOPC00445	2219692	2221989	True
NC_000913.3	dld	+	operon_tu807	dld	unknown	4	1648	9	1400	RDBECOLIOPC02391	2222185	2223900	True
NC_000913.3	pbpG	-	operon_tu808	pbpG	unknown	2	147	0	157	RDBECOLIOPC02115	2223938	2224870	False
NC_000913.3	yohC	-	operon_tu809	yohC	unknown	0	29	2	110	RDBECOLIOPC01132	2225044	2225631	False
NC_000913.3	yohD	+	operon_tu810	yohD	unknown	1	175	7	456	RDBECOLIOPC01747	2225801	2226379	False
NC_000913.3	yohF	-	operon_tu811	yohF	unknown	0	45	3	121	RDBECOLIOPC00280	2226509	2227270	False
NC_000913.3	mdtQ	-	operon_tu812	mdtQ	unknown	0	14	0	28	RDBECOLIOPC01746	2227323	2228758	False
NC_000913.3	gmhB	+	operon_tu813	gmhB	unknown	0	197	2	276	RDBECOLIOPC02475	222833	223408	False
NC_000913.3	dusC	-	operon_tu814	dusC	unknown	0	18	4	46	RDBECOLIOPC00778	2229438	2230385	False
NC_000913.3	yohJK	+	operon_tu815	yohJ;yohK	unknown	6	130	12	500	RDBECOLIOPC00012	2230624	2231714	False
NC_000913.3	cdd	+	operon_tu816	cdd	sigma70	8	472	23	1355	RDBECOLIOPC02481	2231844	2232728	False
NC_000913.3	sanA-yeiS	+	operon_tu817	sanA;yeiS	unknown	1	147	7	213	RDBECOLIOPC01395	2232878	2233839	False
NC_000913.3	preTA	+	operon_tu818	preT;preA	sigma70	40	3570	182	10130	RDBECOLIOPC00498	2234033	2236500	True
NC_000913.3	mglBAC	-	operon_tu819	mglB;mglA;mglC	sigma70	8	1206	27	1658	RDBECOLIOPC02769	2236743	2240348	True
NC_000913.3	rrsH-ileV-alaV-rrlH-rrfH	+	operon_tu820	rrsH;ileV;alaV;rrlH;rrfH	sigma70	449	231229	1113	427753	RDBECOLIOPC03152	223771	228875	True
NC_000913.3	galS	-	operon_tu821	galS	sigma70	1	122	5	144	RDBECOLIOPC00610	2240628	2241668	False
NC_000913.3	folE-yeiB	-	operon_tu822	folE;yeiB	sigma70	3	402	20	609	RDBECOLIOPC02168	2241810	2243652	True
NC_000913.3	yeiG	+	operon_tu823	yeiG	unknown	1	289	2	190	RDBECOLIOPC00447	2243910	2244746	False
NC_000913.3	cirA	-	operon_tu824	cirA	sigma70	0	43	6	136	RDBECOLIOPC03134	2244778	2246769	True
NC_000913.3	lysP	-	operon_tu825	lysP	sigma70	1	153	3	313	RDBECOLIOPC00580	2247063	2248532	False
NC_000913.3	yeiE	-	operon_tu826	yeiE	unknown	4	195	7	248	RDBECOLIOPC01083	2248737	2249618	False
NC_000913.3	yeiH	+	operon_tu827	yeiH	unknown	0	63	1	260	RDBECOLIOPC00221	2249717	2250766	False
NC_000913.3	nfo	+	operon_tu828	nfo	sigma70	1	127	8	228	RDBECOLIOPC00216	2250840	2251697	False
NC_000913.3	yeiI	+	operon_tu829	yeiI	unknown	0	121	4	106	RDBECOLIOPC01443	2251700	2252788	False
NC_000913.3	nupX	-	operon_tu830	nupX	unknown	0	58	1	136	RDBECOLIOPC01789	2252895	2254145	False
NC_000913.3	rihB	-	operon_tu831	rihB	sigma70	0	14	1	35	RDBECOLIOPC00418	2254245	2255186	False
NC_000913.3	yeiL	+	operon_tu832	yeiL	sigma38	0	27	1	52	RDBECOLIOPC02829	2255355	2256014	False
NC_000913.3	psuT	-	operon_tu833	psuT	unknown	3	85	1	174	RDBECOLIOPC00820	2256085	2257335	False
NC_000913.3	psuKG	-	operon_tu834	psuK;psuG	unknown	0	64	2	142	RDBECOLIOPC02527	2257429	2259296	True
NC_000913.3	fruBKA	-	operon_tu835	fruB;fruK;fruA	sigma70	29	4367	83	3920	RDBECOLIOPC01456	2259719	2263495	True
NC_000913.3	setB	+	operon_tu836	setB	unknown	3	39	0	51	RDBECOLIOPC00302	2263863	2265044	False
NC_000913.3	yeiP	+	operon_tu838	yeiP	unknown	0	104	1	81	RDBECOLIOPC01435	2265450	2266022	False
NC_000913.3	yeiQ	+	operon_tu839	yeiQ	unknown	1	99	6	223	RDBECOLIOPC00536	2266245	2267711	False
NC_000913.3	yeiR-lpxT	+	operon_tu840	yeiR;lpxT	sigma70	0	126	5	175	RDBECOLIOPC03078	2267829	2269567	True
NC_000913.3	mepS	+	operon_tu841	mepS	unknown	55	1608	145	3719	RDBECOLIOPC02650	2269979	2270545	False
NC_000913.3	pdeN	+	operon_tu842	pdeN	unknown	3	187	4	147	RDBECOLIOPC00267	2270726	2272282	True
NC_000913.3	yejABEF	+	operon_tu843	yejA;yejB;yejE;yejF	unknown	7	662	22	682	RDBECOLIOPC01732	2272364	2277889	True
NC_000913.3	bcr	-	operon_tu845	bcr	unknown	5	167	17	342	RDBECOLIOPC02593	2278570	2279760	False
NC_000913.3	rsuA	-	operon_tu846	rsuA	unknown	5	204	15	480	RDBECOLIOPC01377	2279788	2280483	False
NC_000913.3	radD	+	operon_tu847	radD	sigma54	3	85	3	135	RDBECOLIOPC00481	2280632	2282392	True
NC_000913.3	yejK	-	operon_tu849	yejK	unknown	3	187	7	321	RDBECOLIOPC02092	2282940	2283947	False
NC_000913.3	yejLM	+	operon_tu850	yejL;lapC	unknown	4	478	12	493	RDBECOLIOPC01075	2284129	2286136	True
NC_000913.3	yejO	-	operon_tu852	yejO	unknown	0	214	18	746	RDBECOLIOPC01086	2286390	2290180	True
NC_000913.3	insH-8	-	operon_tu853	insH8	unknown	0	0	0	0	RDBECOLIOPC00991	2289065	2290045	False
NC_000913.3	narP	+	operon_tu855	narP	sigma32	0	125	23	1653	RDBECOLIOPC01001	2290500	2291147	False
NC_000913.3	napFDAGHBC-ccmABCDEFGH	-	operon_tu856	napF;napD;napA;napG;napH;napB;napC;ccmA;ccmB;ccmC;ccmD;ccmE;ccmF;ccmG;ccmH	sigma70	7	741	32	2122	RDBECOLIOPC03324	2291358	2303497	True
NC_000913.3	dkgB	+	operon_tu857	dkgB	sigma38	0	156	3	337	RDBECOLIOPC01296	229167	229970	False
NC_000913.3	yafC	-	operon_tu858	yafC	unknown	1	154	7	491	RDBECOLIOPC00919	229967	230881	False
NC_000913.3	mqo	-	operon_tu860	mqo	unknown	0	38	2	88	RDBECOLIOPC00209	2305108	2306754	True
NC_000913.3	yojI	-	operon_tu861	yojI	sigma70	0	31	3	106	RDBECOLIOPC01772	2306972	2308615	True
NC_000913.3	ada-alkB	-	operon_tu862	ada;alkB	sigma70	0	231	14	569	RDBECOLIOPC02289	2308691	2310405	True
NC_000913.3	ftp	-	operon_tu863	ftp	unknown	0	55	0	114	RDBECOLIOPC00804	2310479	2311534	False
NC_000913.3	yafDE	+	operon_tu864	yafD;yafE	sigma32	14	517	71	2915	RDBECOLIOPC00415	231122	232549	False
NC_000913.3	ompC	-	operon_tu865	ompC	sigma70	124	40844	135	35810	RDBECOLIOPC03083	2311646	2312749	False
NC_000913.3	rcsDB	+	operon_tu867	rcsD;rcsB	sigma70	22	1658	53	2088	RDBECOLIOPC02920	2313488	2316827	True
NC_000913.3	rcsC	-	operon_tu868	rcsC	unknown	0	312	9	537	RDBECOLIOPC01319	2317027	2319876	True
NC_000913.3	atoSC	+	operon_tu869	atoS;atoC	unknown	8	1312	7	525	RDBECOLIOPC02505	2320043	2323251	True
NC_000913.3	atoDAEB	+	operon_tu870	atoD;atoA;atoE;atoB	sigma54	0	45	3	190	RDBECOLIOPC02175	2323447	2327293	True
NC_000913.3	mltD	-	operon_tu871	mltD	unknown	12	396	26	685	RDBECOLIOPC02043	232597	233955	False
NC_000913.3	yfaATSQP	-	operon_tu872	yfaA;yfaT;yfaS;yfaQ;yfaP	unknown	1	133	1	392	RDBECOLIOPC01421	2327367	2336644	True
NC_000913.3	gyrA	-	operon_tu873	gyrA	sigma70	8	1032	47	2181	RDBECOLIOPC00259	2336793	2339420	True
NC_000913.3	ubiG	+	operon_tu874	ubiG	sigma70	0	87	2	123	RDBECOLIOPC00865	2339567	2340289	False
NC_000913.3	gloB	-	operon_tu875	gloB	unknown	2	255	7	517	RDBECOLIOPC01030	234027	234782	False
NC_000913.3	yfaL	-	operon_tu876	yfaL	unknown	1	149	10	389	RDBECOLIOPC00173	2340417	2344169	True
NC_000913.3	nrdAB-yfaE	+	operon_tu877	nrdA;nrdB;yfaE	sigma70	8	1138	65	4170	RDBECOLIOPC01564	2344865	2348768	True
NC_000913.3	yafS	+	operon_tu878	yafS	unknown	0	168	7	300	RDBECOLIOPC01544	234816	235538	False
NC_000913.3	inaA	-	operon_tu879	inaA	sigma70	2	99	9	227	RDBECOLIOPC00590	2348822	2349472	False
NC_000913.3	glpTQ	-	operon_tu881	glpT;glpQ	sigma54	21	1262	57	1451	RDBECOLIOPC02589	2349935	2352374	True
NC_000913.3	glpABC	+	operon_tu882	glpA;glpB;glpC	sigma70	2	291	2	214	RDBECOLIOPC00065	2352647	2356711	True
NC_000913.3	rpnE-ypaA	+	operon_tu884	rpnE;ypaA	unknown	0	48	0	181	RDBECOLIOPC00521	2356904	2358001	False
NC_000913.3	yfaX-rhmD	-	operon_tu885	yfaX;rhmD;yfaV;yfaU	unknown	2	179	2	308	RDBECOLIOPC03027	2358042	2362211	True
NC_000913.3	dnaQ	+	operon_tu886	dnaQ	unknown	9	244	25	735	RDBECOLIOPC03120	236067	236798	False
NC_000913.3	yfaY	-	operon_tu887	yfaY	unknown	1	280	3	277	RDBECOLIOPC00254	2362431	2363633	False
NC_000913.3	yfaZ	-	operon_tu888	yfaZ	unknown	0	24	1	32	RDBECOLIOPC01716	2363733	2364275	False
NC_000913.3	ais	-	operon_tu890	ais	unknown	0	8	0	27	RDBECOLIOPC01353	2365018	2365620	False
NC_000913.3	arnBCADTEF	+	operon_tu891	arnB;arnC;arnA;arnD;arnT;arnE;arnF	unknown	0	180	8	588	RDBECOLIOPC00753	2365910	2373278	True
NC_000913.3	yafT	+	operon_tu894	yafT	unknown	0	33	0	58	RDBECOLIOPC01688	237335	238120	False
NC_000913.3	menFD-yfbB-menBCE	-	operon_tu895	menF;menD;menH;menB;menC;menE	unknown	9	1041	39	2127	RDBECOLIOPC03227	2373648	2380643	True
NC_000913.3	rbn	+	operon_tu898	rbn	sigma70	2	86	1	147	RDBECOLIOPC02134	2381608	2382525	False
NC_000913.3	elaD	+	operon_tu899	elaD	unknown	0	56	0	83	RDBECOLIOPC01068	2382713	2383924	False
NC_000913.3	yfbK	-	operon_tu900	yfbK	unknown	0	21	2	149	RDBECOLIOPC00767	2383995	2385722	True
NC_000913.3	yfbL	+	operon_tu901	yfbL	unknown	0	14	0	60	RDBECOLIOPC00197	2385860	2386831	False
NC_000913.3	yfbM	+	operon_tu902	yfbM	unknown	2	89	4	85	RDBECOLIOPC01756	2386934	2387437	False
NC_000913.3	yfbN	-	operon_tu904	yfbN	unknown	0	28	1	34	RDBECOLIOPC02448	2387710	2388426	False
NC_000913.3	yfbP	+	operon_tu906	yfbP	unknown	2	30	1	81	RDBECOLIOPC02485	2389116	2389964	False
NC_000913.3	nuoABCEFGHIJKLMN	-	operon_tu907	nuoA;nuoB;nuoC;nuoE;nuoF;nuoG;nuoH;nuoI;nuoJ;nuoK;nuoL;nuoM;nuoN	sigma70	1080	43750	905	20736	RDBECOLIOPC01673	2390048	2405072	True
NC_000913.3	yafV	-	operon_tu909	yafV	unknown	4	153	3	381	RDBECOLIOPC02226	239419	240189	False
NC_000913.3	lrhA	-	operon_tu911	lrhA	unknown	12	508	15	490	RDBECOLIOPC01568	2405703	2406641	False
NC_000913.3	alaA-yfbR	+	operon_tu912	alaA;yfbR	sigma32	5	409	3	454	RDBECOLIOPC03180	2407561	2409461	True
NC_000913.3	fadE	-	operon_tu913	fadE	unknown	1	95	14	230	RDBECOLIOPC01621	240859	243303	True
NC_000913.3	yfbS	-	operon_tu914	yfbS	unknown	5	253	13	296	RDBECOLIOPC02058	2409520	2411352	True
NC_000913.3	yfbU-hxpA	-	operon_tu915	yfbU;hxpA	unknown	23	1864	25	2644	RDBECOLIOPC01090	2411439	2412594	False
NC_000913.3	ackA-pta	+	operon_tu917	ackA;pta	sigma70	8	1454	19	1544	RDBECOLIOPC02782	2413470	2416891	True
NC_000913.3	yfcC	+	operon_tu918	yfcC	unknown	0	17	0	48	RDBECOLIOPC01702	2417081	2418601	True
NC_000913.3	yfcD	-	operon_tu919	yfcD	unknown	1	229	8	740	RDBECOLIOPC01038	2418634	2419176	False
NC_000913.3	yfcE	-	operon_tu920	yfcE	unknown	2	222	8	547	RDBECOLIOPC00237	2419234	2419788	False
NC_000913.3	yfcF	-	operon_tu921	yfcF	unknown	0	56	3	196	RDBECOLIOPC01695	2419841	2420485	False
NC_000913.3	yfcG	+	operon_tu922	yfcG	unknown	1	52	15	232	RDBECOLIOPC00738	2420621	2421268	False
NC_000913.3	folX-yfcH	+	operon_tu923	folX;yfcH	unknown	11	1400	22	1448	RDBECOLIOPC02548	2421325	2422601	False
NC_000913.3	rpnB	-	operon_tu924	rpnB	unknown	0	192	2	322	RDBECOLIOPC01350	2422649	2423539	False
NC_000913.3	argT-hisJQMP	-	operon_tu925	argT;hisJ;hisQ;hisM;hisP	sigma70	3	447	9	735	RDBECOLIOPC02799	2423736	2427791	True
NC_000913.3	cvpA-purF-ubiX	-	operon_tu926	cvpA;purF;ubiX	sigma70	3	270	13	679	RDBECOLIOPC02416	2428057	2430763	True
NC_000913.3	folC-dedD	-	operon_tu927	folC;dedD	unknown	16	514	12	853	RDBECOLIOPC00457	2431022	2432942	True
NC_000913.3	accD	-	operon_tu928	accD	sigma70	18	795	31	1073	RDBECOLIOPC01029	2433012	2433926	False
NC_000913.3	pdxB-usg-truA-dedA	-	operon_tu929	pdxB;usg;truA;dedA	unknown	14	916	46	1463	RDBECOLIOPC02299	2434082	2437851	True
NC_000913.3	gmhA	+	operon_tu930	gmhA	unknown	4	533	25	1000	RDBECOLIOPC00736	243543	244121	False
NC_000913.3	flk	+	operon_tu931	flk	unknown	1	42	1	158	RDBECOLIOPC01171	2437950	2438945	False
NC_000913.3	yfcJ	-	operon_tu932	yfcJ	unknown	0	26	0	54	RDBECOLIOPC02109	2438942	2440120	False
NC_000913.3	fabB	-	operon_tu933	fabB	sigma70	105	4888	246	7324	RDBECOLIOPC00620	2440385	2441605	False
